Document Title,Title Level,Authors,Publication Title,Publication Year,Start Page,End Page,,>= 4,Abstract,Abstract level,Double-check by Tiago or Paulo,DOI,PDF Link,OBS
Studying Lean-Kanban Approach Using Software Process Simulation,0,David AndersonGiulio ConcasMaria Ilaria LunesuMichele Marchesi,Agile Processes in Software Engineering and Extreme Programming,2011,,,,,,,,10.1007/978-3-642-20677-1_2,http://link.springer.com/chapter/10.1007/978-3-642-20677-1_2,
Agile User Stories Enriched with Usability,0,Ana M. MorenoAgustÃ­n YagÃ¼e,Agile Processes in Software Engineering and Extreme Programming,2012,,,,,,,,10.1007/978-3-642-30350-0_12,http://link.springer.com/chapter/10.1007/978-3-642-30350-0_12,
Socio-technical Congruence in OSS Projects: Exploring Conwayâ€™s Law in FreeBSD,0,M. M. Mahbubul SyeedImed Hammouda,Open Source Software: Quality Verification,2013,,,,,,,,10.1007/978-3-642-38928-3_8,http://link.springer.com/chapter/10.1007/978-3-642-38928-3_8,
Applying EFFORT for Evaluating CRM Open Source Systems,0,Lerina AversanoMaria Tortorella,Product-Focused Software Process Improvement,2011,,,,,,,,10.1007/978-3-642-21843-9_17,http://link.springer.com/chapter/10.1007/978-3-642-21843-9_17,
A Survey on the Perception of Innovation in a Large Product-Focused Software Organization,0,Johan LinÃ¥kerHusan MunirPer RunesonBjÃ¶rn RegnellClaes Schrewelius,Software Business,2015,,,,,,,,10.1007/978-3-319-19593-3_6,http://link.springer.com/chapter/10.1007/978-3-319-19593-3_6,
Challenges in Assuring Highly Complex,0,John MacGregorSimon Burton,High Volume Safety-Critical Software,2018,,,,,,,,10.1007/978-3-319-99229-7_22,http://link.springer.com/chapter/10.1007/978-3-319-99229-7_22,
Agile Plus New Army Diffused and Shared Leadership,0,Stella GazzerroAntonio Francesco MuschitielloCarlo Pasqui,Proceedings of 4th International Conference in Software Engineering for Defence Applications,2016,,,,,,,,10.1007/978-3-319-27896-4_14,http://link.springer.com/chapter/10.1007/978-3-319-27896-4_14,
Measuring Team Innovativeness: A Multiple Case Study of Agile and Lean Software Developing Companies,0,Richard Berntsson Svensson,Product-Focused Software Process Improvement,2017,,,,,,,,10.1007/978-3-319-69926-4_4,http://link.springer.com/chapter/10.1007/978-3-319-69926-4_4,
Acumen: An Open-Source Testbed for Cyber-Physical Systems Research,0,Walid TahaAdam DuraczYingfu ZengKevin AtkinsonFerenc A. BarthaPaul BraunerJan DuraczFei XuRobert CartwrightMichal KoneÄnÃ½Eugenio MoggiJawad MasoodPererik AndreassonJun InoueAnita Santâ€™AnnaRoland Philippsen,Internet of Things. IoT Infrastructures,2016,,,,,,,,10.1007/978-3-319-47063-4_11,http://link.springer.com/chapter/10.1007/978-3-319-47063-4_11,
NDT-Agile: An Agile,0,Carlos J. Torrecilla-SalinasTatiana GuardiaOlga De TroyerManuel MejÃ­asJorge SedeÃ±o,CMMI-Compatible Framework for Web Engineering,2017,,,,,,,,10.1007/978-3-319-67383-7_1,http://link.springer.com/chapter/10.1007/978-3-319-67383-7_1,
Enhancing Sustainability of Software: A Case-Study with Monitoring Software for MGNREGS in India,0,C. K. RajuAshok Mishra,Advances in Computing and Communications,2011,,,,,,,,10.1007/978-3-642-22714-1_24,http://link.springer.com/chapter/10.1007/978-3-642-22714-1_24,
Simultaneously Improving Quality and Time-to-Market in Agile Development,0,Pryscilla Marcilli DÃ³raAna Cristina OliveiraJ. AntÃ£o B. Moura,Software Technologies,2014,,,,,,,,10.1007/978-3-662-44920-2_6,http://link.springer.com/chapter/10.1007/978-3-662-44920-2_6,
Moving Towards Agility in an Ordered Fashion,0,Ilia BiderOscar SÃ¶derberg,Enterprise Information Systems,2017,,,,,,,,10.1007/978-3-319-62386-3_9,http://link.springer.com/chapter/10.1007/978-3-319-62386-3_9,
ALMOsT.js: An Agile Model to Model and Model to Text Transformation Framework,0,Carlo Bernaschina,Web Engineering,2017,,,,,,,,10.1007/978-3-319-60131-1_5,http://link.springer.com/chapter/10.1007/978-3-319-60131-1_5,
Using Scrum to Develop a Formal Model â€“ An Experience Report,0,Marta OlszewskaSergey OstroumovMarina WaldÃ©n,Product-Focused Software Process Improvement,2016,,,,,,,,10.1007/978-3-319-49094-6_48,http://link.springer.com/chapter/10.1007/978-3-319-49094-6_48,
Practical Implementation of Industry 4.0 Based on Open Access Tools and Technologies,0,Ahmed AwoudaKhurshid AlievPaolo ChiabertDario Antonelli,Product Lifecycle Management in the Digital Twin Era,2019,,,,,,,,10.1007/978-3-030-42250-9_9,http://link.springer.com/chapter/10.1007/978-3-030-42250-9_9,
GitHub as a Social Network,0,Tomek StrzalkowskiTeresa HarrisonNing SaGregorios KatsiosEllisa Khoja,"Advances in Artificial Intelligence, Software and Systems Engineering",2019,,,,,,,,10.1007/978-3-319-94229-2_37,http://link.springer.com/chapter/10.1007/978-3-319-94229-2_37,
Establishing the State of the Art of Frameworks Methods and Methodologies Focused on Lightening Software Process: A Systematic Literature Review,0,Juan MiramontesMirna MuÃ±ozJose A. Calvo-ManzanoBrisia Corona,,2016,,,,,,,,10.1007/978-3-319-26285-7_7,http://link.springer.com/chapter/10.1007/978-3-319-26285-7_7,
Quality Requirements in Large-Scale Distributed Agile Projects â€“ A Systematic Literature Review,0,Wasim AlsaqafMaya DanevaRoel Wieringa,Requirements Engineering: Foundation for Software Quality,2017,,,,,,,,10.1007/978-3-319-54045-0_17,http://link.springer.com/chapter/10.1007/978-3-319-54045-0_17,
DevOps Meets Dynamic Orchestration,0,Kiyana BahadoriTullio Vardanega,Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment,2019,,,,,,,,10.1007/978-3-030-06019-0_11,http://link.springer.com/chapter/10.1007/978-3-030-06019-0_11,
Software Development Processes for Games: A Systematic Literature Review,0,Ann Osborne Oâ€™HaganGerry ColemanRory V. Oâ€™Connor,"Systems, Software and Services Process Improvement",2014,,,,,,,,10.1007/978-3-662-43896-1_16,http://link.springer.com/chapter/10.1007/978-3-662-43896-1_16,
What Makes Corporate Wikis Work? Wiki Affordances and Their Suitability for Corporate Knowledge Work,0,M. Lisa YeoOfer Arazy,Design Science Research in Information Systems. Advances in Theory and Practice,2012,,,,,,,,10.1007/978-3-642-29863-9_14,http://link.springer.com/chapter/10.1007/978-3-642-29863-9_14,
Empowering Software Engineering withÂ Artificial Intelligence,0,Hoa Khanh Dam,Service Research and Innovation,2019,,,,,,,,10.1007/978-3-030-32242-7_3,http://link.springer.com/chapter/10.1007/978-3-030-32242-7_3,
ALMOsT.js: An Agile Model to Model and Model to Text Transformation Framework,0,Marc KÃ¶slingAlexander Poth,"Systems, Software and Services Process Improvement",2017,,,,,,,,10.1007/978-3-319-64218-5_40,http://link.springer.com/chapter/10.1007/978-3-319-64218-5_40,
Examining Unequal Gender Distribution in Software Engineering,0,Alex MurphyBen KellyKai BergmannKyrylo KhaletskyyRory V. Oâ€™ConnorPaul M. Clarke,"Systems, Software and Services Process Improvement",2019,,,,,,,,10.1007/978-3-030-28005-5_51,http://link.springer.com/chapter/10.1007/978-3-030-28005-5_51,
MELODIC: Selection and Integration of Open Source to Build an Autonomic Cross-Cloud Deployment Platform,0,Tosin Daniel OyetoyanBisera MilosheskaMari GriniDaniela Soares Cruzes,Agile Processes in Software Engineering and Extreme Programming,2018,,,,,,,,10.1007/978-3-319-91602-6_6,http://link.springer.com/chapter/10.1007/978-3-319-91602-6_6,
Open Source Cloud Platform for Academic Systems Monitoring Software,0,Luis CorralAlberto SillittiGiancarlo SucciJuri StrumpflohnerJelena Vlasenko,"Objects, Models, Components, Patterns",2012,,,,,,,,10.1007/978-3-642-30561-0_3,http://link.springer.com/chapter/10.1007/978-3-642-30561-0_3,
The Impact of Dance Sport on Software Development,0,Irina Erofeeva,Software Technology: Methods and Tools,2019,,,,,,,,10.1007/978-3-030-29852-4_8,http://link.springer.com/chapter/10.1007/978-3-030-29852-4_8,
Quality Requirements in Large-Scale Distributed Agile Projects â€“ A Systematic Literature Review,0,Gorka BenguriaJuncal AlonsoIÃ±aki EtxanizLeire Orue-EchevarriaMarisa Escalante,"Systems, Software and Services Process Improvement",2018,,,,,,,,10.1007/978-3-319-97925-0_2,http://link.springer.com/chapter/10.1007/978-3-319-97925-0_2,
Empowering Instead of Hindering â€“ Challenges in Participatory Development of Cognitively Accessible Software,0,Sezin Gizem YamanTanja SauvolaLeah Riungu-KalliosaariLaura HokkanenPasi KuvajaMarkku OivoTomi MÃ¤nnistÃ¶,Requirements Engineering: Foundation for Software Quality,2016,,,,,,,,10.1007/978-3-319-30282-9_18,http://link.springer.com/chapter/10.1007/978-3-319-30282-9_18,
Software Development Processes for Games: A Systematic Literature Review,0,Helena HolmstrÃ¶m OlssonJan Bosch,Product-Focused Software Process Improvement,2015,,,,,,,,10.1007/978-3-319-26844-6_1,http://link.springer.com/chapter/10.1007/978-3-319-26844-6_1,
What Makes Corporate Wikis Work? Wiki Affordances and Their Suitability for Corporate Knowledge Work,0,Krzysztof WnukKonstantinos ManikasPer RunesonMatilda LantzOskar WeijdenHussan Munir,Software Business. Towards Continuous Value Delivery,2014,,,,,,,,10.1007/978-3-319-08738-2_15,http://link.springer.com/chapter/10.1007/978-3-319-08738-2_15,
The Development of Data Collectors in Open-Source System for Energy Efficiency Assessment,0,Antero JÃ¤rviVille TaajamaaSami Hyrynsalmi,Software Business,2015,,,,,,,,10.1007/978-3-319-19593-3_21,http://link.springer.com/chapter/10.1007/978-3-319-19593-3_21,
Analyzing an Industrial Strategic Release Planning Process â€“ A Case Study at Roche Diagnostics,0,Gabriele Zorn-PauliBarbara PaechTobias BeckHannes KareyGuenther Ruhe,Requirements Engineering: Foundation for Software Quality,2013,,,,,,,,10.1007/978-3-642-37422-7_19,http://link.springer.com/chapter/10.1007/978-3-642-37422-7_19,
What Influences the Speed of Prototyping? An Empirical Investigation of Twenty Software Startups,0,Anh Nguyen-DucXiaofeng WangPekka Abrahamsson,Agile Processes in Software Engineering and Extreme Programming,2017,,,,,,,,10.1007/978-3-319-57633-6_2,http://link.springer.com/chapter/10.1007/978-3-319-57633-6_2,
Applying Agile and Lean Elements to Accelerate Innovation Culture in a Large Organization â€“ Key Learnings After One Year Journey,0,Jari PartanenMari Matinlassi,Agile Processes in Software Engineering and Extreme Programming,2015,,,,,,,,10.1007/978-3-319-18612-2_26,http://link.springer.com/chapter/10.1007/978-3-319-18612-2_26,
The WoT as an Awareness Booster in Agile Development Workspaces,0,Olivier LiechtiJacques PasquierLaurent PrÃ©vostPascal Gremaud,Web Engineering,2016,,,,,,,,10.1007/978-3-319-38791-8_56,http://link.springer.com/chapter/10.1007/978-3-319-38791-8_56,
Identification of Error Prone Classes for Fault Prediction Using Object Oriented Metrics,0,Puneet MittalSatwinder SinghK. S. Kahlon,Advances in Computing and Communications,2011,,,,,,,,10.1007/978-3-642-22714-1_7,http://link.springer.com/chapter/10.1007/978-3-642-22714-1_7,
Refactoring Clustering in Java Software Networks,0,Giulio ConcasC. MonniM. OrrÃ¹M. OrtuRoberto Tonelli,"Agile Methods. Large-Scale Development, Refactoring, Testing, and Estimation",2014,,,,,,,,10.1007/978-3-319-14358-3_11,http://link.springer.com/chapter/10.1007/978-3-319-14358-3_11,
A Framework for Software Ecosystem Governance,0,Alfred BaarsSlinger Jansen,Software Business,2012,,,,,,,,10.1007/978-3-642-30746-1_14,http://link.springer.com/chapter/10.1007/978-3-642-30746-1_14,
Designing a Maturity Model for a Distributed Software Organization. An Experience Report,0,Bartosz WalterMarcin WolskiÅ½arko StanisavljeviÄ‡Andrijana TodosijeviÄ‡,"Systems, Software and Services Process Improvement",2019,,,,,,,,10.1007/978-3-030-28005-5_10,http://link.springer.com/chapter/10.1007/978-3-030-28005-5_10,
Eeny,0,Sampo SuonsyrjÃ¤,Meeny,2017,,,,,,,,10.1007/978-3-319-57633-6_4,http://link.springer.com/chapter/10.1007/978-3-319-57633-6_4,
ReTest: Framework for Applying TDD in the Development of Non-deterministic Algorithms,0,AndrÃ© A. S. IvoEduardo M. Guerra,Agile Methods,2017,,,,,,,,10.1007/978-3-319-55907-0_7,http://link.springer.com/chapter/10.1007/978-3-319-55907-0_7,
A Preliminary Method to Support the Semantic Interoperability in Models of Manufacturing (MfM) Based on an Ontological Approach,0,Anderson Luis SzejkaOsiris Canciglieri Jr.Fernando Mas,Product Lifecycle Management in the Digital Twin Era,2019,,,,,,,,10.1007/978-3-030-42250-9_11,http://link.springer.com/chapter/10.1007/978-3-030-42250-9_11,
Tool Chains in Agile ALM Environments: A Short Introduction,0,Saed ImranMartin BuchheitBernhard HollunderUlf Schreier,On the Move to Meaningful Internet Systems: OTM 2015 Workshops,2015,,,,,,,,10.1007/978-3-319-26138-6_40,http://link.springer.com/chapter/10.1007/978-3-319-26138-6_40,
Dimensions of DevOps,0,Lucy Ellen LwakatarePasi KuvajaMarkku Oivo,Agile Processes in Software Engineering and Extreme Programming,2015,,,,,,,,10.1007/978-3-319-18612-2_19,http://link.springer.com/chapter/10.1007/978-3-319-18612-2_19,
Thereâ€™s No Business Like Software Business: Trends in Software Intensive Business Research,0,Slinger Jansen,Software Business,2019,,,,,,,,10.1007/978-3-030-33742-1_3,http://link.springer.com/chapter/10.1007/978-3-030-33742-1_3,
How to Deliver Faster with CI/CD Integrated Testing Services?,0,Alexander PothMark WernerXinyan Lei,"Systems, Software and Services Process Improvement",2018,,,,,,,,10.1007/978-3-319-97925-0_33,http://link.springer.com/chapter/10.1007/978-3-319-97925-0_33,
Organizational Maturity Models Architectures: A Systematic Literature Review,0,Viviana SaavedraAbraham DÃ¡vilaKarin MelendezMarcelo Pessoa,Trends and Applications in Software Engineering,2017,,,,,,,,10.1007/978-3-319-48523-2_4,http://link.springer.com/chapter/10.1007/978-3-319-48523-2_4,
Challenges When Adopting Continuous Integration: A Case Study,0,Adam DebbicheMikael DienÃ©rRichard Berntsson Svensson,Product-Focused Software Process Improvement,2014,,,,,,,,10.1007/978-3-319-13835-0_2,http://link.springer.com/chapter/10.1007/978-3-319-13835-0_2,
